rfid,Temperature,Humidity,Speed,Treatment code,transition
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,8.149
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.889
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.452
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,3.049
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.419
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.432
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.429
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.879
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.427
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.437
70 B4 92 05 08 00 12 E0,68.9,73,3.8,0,0.432
70 B4 92 05 08 00 12 E0,68.2,72,6,0,83375.4
70 B4 92 05 08 00 12 E0,68.2,72,6,0,4.466
70 B4 92 05 08 00 12 E0,68.2,72,6,0,0.425
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,45.711
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.427
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.427
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,1538.93
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,6.83
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.421
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.45
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.425
47 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.452
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,0
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,0.434
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,0.425
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,0.431
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,6.71
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,0.434
47 B2 92 05 08 00 12 E0,66.6,72,2.2,1,0.431
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.432
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.433
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,4315.41
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.421
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.47
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,30.633
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.42
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.428
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,3645.37
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.434
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.432
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.425
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.422
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.425
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.431
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,0.46
56 B4 92 05 08 00 12 E0,66.2,72,0.7,1,17.527
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,8.981
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.434
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,11.75
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.428
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.487
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.431
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,261.516
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.423
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.448
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,9.152
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.474
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.431
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.433
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.449
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.425
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.434
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.425
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,957.723
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.442
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.419
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,10.719
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.46
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.433
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.432
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.44
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,83.776
50 B2 92 05 08 00 12 E0,66.2,72,0.7,0,67.873
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,84398.5
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.435
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.419
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.427
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,78.685
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.432
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,4.168
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.411
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.432
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.446
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.434
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.431
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.431
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,19.454
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.434
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.431
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.475
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.427
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.432
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.432
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,22.648
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.432
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.431
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.433
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.419
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,1573.76
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,69.148
50 B2 92 05 08 00 12 E0,67.8,71,0.7,0,0.874
50 B2 92 05 08 00 12 E0,66.6,72,3.8,0,0
50 B2 92 05 08 00 12 E0,66.6,72,3.8,0,126.614
50 B2 92 05 08 00 12 E0,66.6,72,0.7,0,2715.26
50 B2 92 05 08 00 12 E0,66.6,72,0.7,0,0.455
50 B2 92 05 08 00 12 E0,66.6,72,0.7,0,0.431
50 B2 92 05 08 00 12 E0,66.7,72,4.5,0,790.935
50 B2 92 05 08 00 12 E0,66.7,72,4.5,0,0.432
50 B2 92 05 08 00 12 E0,66.7,72,4.5,0,11.283
50 B2 92 05 08 00 12 E0,66.7,72,4.5,0,0.429
50 B2 92 05 08 00 12 E0,66.7,71,5.4,0,270.564
50 B2 92 05 08 00 12 E0,66.7,71,5.4,0,196.802
50 B2 92 05 08 00 12 E0,66.7,71,5.4,0,53.87
50 B2 92 05 08 00 12 E0,66.7,71,5.4,0,0.432
50 B2 92 05 08 00 12 E0,66.7,71,5.4,0,0.426
50 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0
50 B2 92 05 08 00 12 E0,74.8,79,3.8,0,45.847
50 B2 92 05 08 00 12 E0,74.8,79,3.8,0,200.561
50 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.451
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,83503.4
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.432
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,8.692
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,9939.92
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.432
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,4.846
50 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.431
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,0
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,0.416
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,0.474
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,9.36
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,0.46
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,0.432
66 B4 92 05 08 00 12 E0,66.2,72,0.7,0,0.427
DD B0 92 05 08 00 12 E0,66.2,72,0.7,1,0
DD B0 92 05 08 00 12 E0,66.2,72,0.7,1,0.431
DD B0 92 05 08 00 12 E0,66.2,72,0.7,1,0.436
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,6.728
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.432
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.431
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.433
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.446
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,503.754
14 B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.427
14 B2 92 05 08 00 12 E0,65.8,74,3.1,0,0
14 B2 92 05 08 00 12 E0,65.8,74,3.1,0,0.416
14 B2 92 05 08 00 12 E0,65.8,74,3.1,0,331.925
14 B2 92 05 08 00 12 E0,65.8,74,3.1,0,0.426
14 B2 92 05 08 00 12 E0,65.8,74,3.1,0,4.099
14 B2 92 05 08 00 12 E0,65.8,74,3.1,0,0.421
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.432
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.433
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.438
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,2.599
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,263.138
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.427
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.433
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,18.482
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.455
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.425
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.432
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.433
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,1.335
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.431
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,17.647
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.448
14 B2 92 05 08 00 12 E0,74.8,79,3.8,0,0.425
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,82253.8
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,592.984
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.454
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,3.627
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,1985.31
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.432
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.452
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.432
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.42
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,6.181
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.451
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,1337.47
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.459
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,4.962
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.426
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,1496.42
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.431
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.419
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.433
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,19.553
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.437
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,1548.46
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.886
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.427
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,5.861
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,377.45
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,10.812
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.435
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.432
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,1510.49
14 B2 92 05 08 00 12 E0,83.7,53,3.8,0,0.427
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,0
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,0.431
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,80.477
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,0.432
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,0.433
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,0.427
14 B2 92 05 08 00 12 E0,78.4,57,1.6,0,0.431
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,220.803
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,1340.06
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,153.921
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,1282.49
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.458
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.431
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.427
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,12.501
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.476
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.443
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.875
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.425
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.439
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.434
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.425
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.443
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.421
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,278.106
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,1290.34
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,3.689
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.415
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.431
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,470.14
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,3.02
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,25.576
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.432
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.419
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.449
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.427
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.431
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.425
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.427
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.431
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,18.857
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.426
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.421
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,826.603
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.426
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.925
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,1563.72
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.432
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.458
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,16.192
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,97.951
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.427
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,580.051
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.433
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.431
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,793.844
14 B2 92 05 08 00 12 E0,68.9,73,3.8,0,0.432
14 B2 92 05 08 00 12 E0,68.2,73,3.8,0,76270.3
14 B2 92 05 08 00 12 E0,68.2,73,3.8,0,0.482
14 B2 92 05 08 00 12 E0,68.2,73,3.8,0,8.538
14 B2 92 05 08 00 12 E0,68.2,73,3.8,0,0.426
14 B2 92 05 08 00 12 E0,68.2,73,3.8,0,0.431
14 B2 92 05 08 00 12 E0,68.2,73,3.8,0,77.117
14 B2 92 05 08 00 12 E0,68,72,2.2,0,2383.51
14 B2 92 05 08 00 12 E0,67.3,75,5.4,0,1837.06
14 B2 92 05 08 00 12 E0,67.3,75,5.4,0,0.871
14 B2 92 05 08 00 12 E0,67.3,75,3.8,0,463.741
14 B2 92 05 08 00 12 E0,67.5,75,3.8,0,1252.38
14 B2 92 05 08 00 12 E0,67.5,75,3.8,0,211.304
14 B2 92 05 08 00 12 E0,67.5,75,3.8,0,0.415
14 B2 92 05 08 00 12 E0,67.5,75,6,0,11.753
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,1327.38
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.452
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.421
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,15.333
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,15.768
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.427
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.431
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.433
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.431
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.425
14 B2 92 05 08 00 12 E0,67.3,75,6.9,0,0.434
14 B2 92 05 08 00 12 E0,66.9,76,3.1,0,1638.93
14 B2 92 05 08 00 12 E0,66.9,76,3.1,0,4.573
14 B2 92 05 08 00 12 E0,66.9,76,3.1,0,0.435
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,87663.2
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.433
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.433
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.446
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,58.406
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.489
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.431
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.442
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,22.546
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,86.834
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.415
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.431
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.441
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,1.342
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.431
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.438
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,81.156
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.432
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.445
14 B2 92 05 08 00 12 E0,68.2,95,0.7,0,0.431
14 B2 92 05 08 00 12 E0,60.6,96,0,0,167008
14 B2 92 05 08 00 12 E0,60.6,96,0,0,23.946
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0.456
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0.419
14 B2 92 05 08 00 12 E0,79,47,3.1,0,16.222
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0.473
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0.427
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0.432
14 B2 92 05 08 00 12 E0,79,47,3.1,0,4.049
14 B2 92 05 08 00 12 E0,79,47,3.1,0,0.888
14 B2 92 05 08 00 12 E0,55,94,0,0,91138.4
14 B2 92 05 08 00 12 E0,55,94,0,0,225.566
14 B2 92 05 08 00 12 E0,55,94,0,0,0.431
4F B2 92 05 08 00 12 E0,66.2,72,0.7,0,0
4F B2 92 05 08 00 12 E0,66.2,72,0.7,0,11.222
4F B2 92 05 08 00 12 E0,66.2,72,0.7,0,0.426
EA B0 92 05 08 00 12 E0,66.2,72,0.7,0,0
EA B0 92 05 08 00 12 E0,66.2,72,0.7,0,0.455
6A B2 92 05 08 00 12 E0,66.2,72,0.7,1,0
6A B2 92 05 08 00 12 E0,66.2,72,0.7,1,3.582
6A B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.42
6A B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.439
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.42
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,3.55
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.431
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.452
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,470.667
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,0.452
48 B2 92 05 08 00 12 E0,66.2,72,0.7,1,7.182
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.428
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,4.431
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.425
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,23.876
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.426
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.455
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.433
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,2983.39
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,3.97
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.431
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,341.986
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.429
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,12.699
48 B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.432
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,79308.2
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.418
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.431
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.419
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.434
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,18.584
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,1327.06
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,1889.22
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,10.291
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.442
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,735.301
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,14.025
48 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.423
48 B2 92 05 08 00 12 E0,78.4,57,1.6,1,0
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,81804.1
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,416.017
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,259.067
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.453
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.421
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.42
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.469
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.433
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.451
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.426
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,34.946
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,2.623
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,585.739
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.422
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,6.37
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.431
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.432
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.457
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.434
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.425
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.898
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.431
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.449
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,1008.21
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.405
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,1.321
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.45
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,383.601
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.432
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,5.797
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.432
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.433
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,776.411
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.428
48 B2 92 05 08 00 12 E0,68.9,73,3.8,1,21.791
48 B2 92 05 08 00 12 E0,68.2,73,3.8,1,81554.7
